,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
24740485,2014-10-22 17:21:42,2,3,66,331,35714,430.8529,1118977,0,0,9,2014-10-24,2014-10-25,2,0,1,19363,1,0,1,2,50,585,50
8327456,2014-09-11 01:43:55,34,3,23,48,4924,,345528,1,1,9,2014-11-20,2014-11-30,1,0,1,792,1,0,5,6,208,1480,86
36915232,2014-06-11 06:50:00,11,3,205,354,21728,1852.6737,915398,0,0,2,2014-06-16,2014-06-19,2,2,1,11629,1,1,1,2,198,370,73
6941452,2014-07-24 08:15:40,24,2,3,51,41641,,5343,0,0,4,2014-08-23,2014-08-26,1,0,1,20225,6,0,1,3,182,46,36
14012960,2014-09-21 18:44:49,2,3,66,348,842,28.7777,1025373,0,0,2,2014-09-22,2014-09-23,1,0,1,26133,4,0,2,2,50,674,40
16757999,2013-08-01 12:34:13,18,2,119,0,47263,,57910,0,0,9,2013-10-21,2013-10-25,1,0,1,8213,1,0,1,6,68,275,51
27626208,2014-12-26 07:55:16,2,3,57,342,5021,,412882,0,0,9,2015-01-07,2015-01-08,1,0,1,8279,1,0,1,2,50,1230,70
8843686,2014-10-29 11:16:12,2,3,66,331,35714,76.9277,840869,0,0,9,2014-11-14,2014-11-15,2,0,1,8229,1,0,1,2,50,678,91
13648495,2013-11-27 10:40:13,2,3,66,331,36172,747.6563,1092947,0,0,9,2013-12-05,2013-12-06,1,0,1,27140,6,1,1,2,50,637,94
8594608,2013-02-19 14:22:54,8,4,77,977,44624,10150.6541,19275,0,0,9,2013-06-07,2013-06-09,2,0,1,20180,6,0,1,6,105,919,44
18767788,2014-12-02 07:13:53,2,3,66,311,38374,9657.8772,441659,0,0,2,2015-01-04,2015-01-06,2,0,1,8795,1,0,2,0,63,966,46
23632441,2013-04-01 14:50:28,2,3,66,174,24103,104.0409,598264,0,0,9,2013-05-25,2013-05-27,2,0,1,9147,1,0,1,2,50,367,0
34128774,2014-06-10 18:19:08,2,3,66,220,5444,68.9219,245767,1,0,1,2014-06-17,2014-06-18,2,0,1,13441,4,0,1,2,50,682,50
35434862,2014-09-04 21:51:06,2,3,66,174,31206,400.8064,110835,0,1,0,2014-12-06,2014-12-08,2,0,1,8250,1,0,2,2,50,628,1
31477343,2014-10-27 16:12:32,11,3,205,354,25315,1684.2042,873849,0,0,9,2014-11-07,2014-11-08,1,0,1,17384,5,0,1,2,198,791,42
6988157,2013-07-11 12:31:46,2,3,66,351,20582,,126583,0,1,1,2013-08-17,2013-08-20,1,0,1,8223,1,0,3,2,50,690,69
24635876,2013-04-21 20:40:27,2,3,66,174,9890,6526.8715,789787,0,0,9,2013-09-01,2013-09-11,2,1,1,8818,1,0,2,3,99,88,25
34207560,2013-08-18 22:27:28,34,3,205,354,49492,590.4162,513892,0,0,9,2013-08-29,2013-08-30,1,0,1,26000,1,0,1,2,198,1007,74
31499162,2014-04-24 22:23:07,10,0,182,316,43264,11337.1125,939702,0,0,2,2014-06-04,2014-06-09,2,0,1,8505,6,0,2,3,106,107,99
18377969,2013-08-09 12:46:47,2,3,66,189,2433,,603329,0,0,9,2013-11-24,2013-11-25,2,0,1,17704,4,1,1,2,50,857,40
166586,2014-11-30 17:15:45,2,3,66,467,46052,105.8272,627144,0,0,0,2014-12-11,2014-12-13,2,0,1,45317,4,0,3,2,50,426,33
26063869,2013-08-28 20:59:37,2,3,66,153,50633,1990.1852,722058,0,0,9,2013-10-09,2013-10-13,5,0,3,27485,3,0,2,2,50,191,96
18428439,2014-11-07 17:51:48,2,3,66,462,1263,2691.4733,744885,0,0,2,2015-02-03,2015-02-04,2,0,1,19776,6,0,1,2,50,212,83
16574472,2014-06-05 15:59:31,2,3,66,442,21439,1049.667,803319,1,1,9,2014-07-24,2014-07-27,2,1,1,8824,1,0,2,4,8,118,44
24047627,2013-06-17 10:27:04,13,1,46,172,56153,380.3648,1013014,0,0,9,2013-06-17,2013-06-18,2,1,2,8800,1,0,1,6,144,15,50
18396302,2014-05-23 19:35:32,2,3,115,705,31980,,659376,0,1,9,2014-06-16,2014-06-18,1,0,1,8250,1,0,1,2,50,628,1
27624116,2013-10-05 08:44:14,2,3,66,220,19416,5162.8676,407829,0,0,0,2014-07-12,2014-07-13,1,0,1,21790,6,0,1,6,105,29,95
13378918,2014-04-16 23:37:26,34,3,205,354,43201,2066.1798,276096,0,0,9,2014-06-23,2014-07-03,2,0,1,1901,1,0,2,2,198,401,2
7853146,2014-09-14 07:54:55,34,3,205,135,36086,1782.8901,158242,0,0,9,2014-11-07,2014-11-09,1,0,1,25955,6,0,2,2,198,390,91
2529428,2014-05-25 12:30:50,24,2,3,50,5703,,494695,0,1,9,2014-10-30,2014-11-02,2,0,1,8250,1,0,1,2,50,628,45
34495689,2014-08-04 18:59:30,2,3,154,577,10410,,292339,1,1,0,2015-01-01,2015-01-03,2,0,1,15008,1,0,1,4,124,1942,61
21193157,2013-02-04 20:20:08,24,2,3,50,5224,,214231,0,0,0,2013-03-02,2013-03-09,2,0,1,23048,1,0,1,3,48,152,64
20301737,2014-12-15 15:44:37,2,3,66,442,35390,9944.2774,1137379,0,0,9,2015-01-17,2015-01-18,3,0,1,12834,5,0,2,3,168,1242,64
4990509,2013-11-25 12:23:00,2,3,66,348,52091,4151.9322,901582,0,1,0,2014-09-11,2014-09-14,4,0,2,8740,1,0,2,6,105,12,22
25385470,2013-06-15 21:10:45,13,1,46,347,30537,3095.6061,966675,0,1,4,2013-12-05,2013-12-12,1,0,1,468,1,0,1,3,48,153,59
2419245,2014-12-17 18:20:13,2,3,66,226,42300,220.4455,193890,1,0,0,2014-12-17,2014-12-18,1,0,1,26357,6,0,1,2,50,678,16
7130923,2014-08-31 19:43:43,2,3,66,442,41566,826.5309,523140,0,0,1,2014-09-06,2014-09-11,2,1,1,12785,5,0,1,4,8,1532,87
9090864,2014-09-10 08:15:43,2,3,66,311,45265,,459782,0,1,9,2015-02-05,2015-02-09,2,0,1,8250,1,0,1,2,50,628,1
1738198,2013-06-17 14:45:03,11,3,69,761,41949,,679548,1,0,9,2013-06-19,2013-06-20,1,0,1,8862,1,0,1,6,204,1466,75
20256781,2013-06-19 19:14:47,2,3,66,321,47535,1017.3939999999999,969383,0,1,9,2013-07-03,2013-07-06,1,0,1,8267,1,0,2,2,50,675,56
12833938,2013-06-20 06:17:28,2,3,66,348,3263,382.7932,966535,0,0,9,2013-09-27,2013-09-29,2,1,1,11358,1,0,2,2,50,570,48
26061215,2014-08-19 20:29:18,8,4,77,401,54434,,712366,0,0,9,2015-02-03,2015-02-08,5,0,2,23237,1,0,3,3,106,330,22
8380004,2014-04-27 19:11:43,2,3,66,363,34849,4156.5923,525148,0,0,9,2014-06-29,2014-07-02,2,0,1,21588,6,0,1,6,144,24,5
17855510,2014-04-05 11:11:16,2,3,66,311,15538,876.4076,470212,0,0,9,2014-08-28,2014-08-31,2,0,1,17563,1,0,1,2,50,1235,51
28961598,2014-07-10 19:08:59,2,3,66,337,44102,638.7771,362467,1,0,0,2014-08-04,2014-08-05,2,2,1,8793,1,0,1,2,50,677,3
29513697,2013-02-13 22:30:17,37,1,69,603,56045,,561051,1,1,0,2013-12-27,2014-01-01,2,2,1,22635,4,0,6,6,204,158,21
13505773,2014-03-13 16:17:30,2,3,66,174,9890,5517.677,661846,1,0,9,2014-04-18,2014-04-20,2,0,1,8747,1,0,3,3,106,107,25
31968346,2013-09-09 11:15:55,11,3,205,354,21728,219.5459,955649,0,0,9,2013-11-30,2013-12-02,2,0,1,26022,6,0,6,2,198,397,68
14570162,2014-10-19 13:21:58,2,3,66,174,13565,6350.1752,231107,0,1,0,2014-12-24,2015-01-01,2,0,1,8746,1,0,1,6,105,29,22
35136555,2013-04-18 17:20:28,2,3,66,337,23360,2114.7654,151160,0,1,3,2013-04-19,2013-04-22,2,0,1,8976,1,0,1,4,52,202,30
25968827,2014-03-21 19:28:44,2,3,66,260,47117,1844.7276,430473,1,0,1,2014-03-28,2014-04-03,2,0,1,8824,1,0,1,4,8,118,92
4860890,2014-11-05 18:52:15,2,3,66,294,3688,270.6299,543481,0,0,3,2014-11-05,2014-11-06,2,0,1,1613,1,0,1,2,50,602,91
180357,2014-11-26 10:32:20,10,0,182,416,32100,4280.8154,665114,0,0,9,2015-02-12,2015-02-18,2,2,1,8268,1,0,2,2,50,682,77
28222718,2013-03-06 18:00:12,2,3,66,314,14938,,832416,1,0,9,2013-03-08,2013-03-12,2,1,1,8864,1,0,3,4,47,1508,66
18885694,2014-10-31 00:21:37,13,1,46,347,24674,1244.4135,741221,0,0,9,2015-08-09,2015-08-10,2,1,1,8245,1,0,3,6,22,245,46
19738733,2014-03-03 20:35:40,2,3,66,346,31371,8713.1091,664253,0,1,9,2014-04-10,2014-04-17,2,2,2,18569,1,0,1,3,182,83,58
22719547,2014-02-05 15:33:58,34,3,205,135,21221,,786370,0,1,9,2014-04-16,2014-04-20,2,0,1,8250,1,0,1,2,50,628,34
19009712,2014-05-15 08:58:31,11,3,205,354,2433,,1099462,0,0,2,2014-05-26,2014-05-29,2,0,1,8250,1,0,1,2,50,628,45
3689531,2014-05-12 08:01:27,24,2,3,49,20982,,1170819,1,0,9,2015-02-03,2015-02-06,3,0,2,635,1,0,1,3,162,1039,35
8488308,2014-10-23 10:06:52,2,3,66,462,14703,68.0198,868253,0,0,0,2014-10-25,2014-10-26,2,0,1,23404,6,0,2,2,50,1179,48
21892461,2013-02-23 19:26:27,2,3,66,174,24103,5449.406999999999,158628,0,0,3,2013-06-26,2013-07-13,5,0,1,8253,1,0,2,6,70,19,73
28495803,2013-04-01 23:35:01,2,3,149,290,33116,,336008,0,0,1,2013-05-27,2013-06-01,2,0,1,19799,6,1,1,3,99,47,3
31435414,2014-10-28 18:33:55,2,3,66,435,34000,25.7073,753923,0,0,1,2014-10-31,2014-11-01,4,0,1,8265,1,0,1,2,50,647,76
8936114,2013-11-11 11:48:34,24,2,3,50,5224,,1159622,0,0,1,2014-01-02,2014-01-05,2,2,1,14908,1,0,3,3,88,1032,17
3080437,2013-01-17 15:56:11,2,3,66,462,17112,2683.2675,778841,0,1,9,2013-08-11,2013-08-18,2,2,1,8857,1,0,2,2,50,214,25
2229507,2013-04-01 11:45:47,2,3,66,293,39521,502.25300000000004,876253,1,0,9,2013-04-01,2013-04-03,2,2,1,8271,1,0,6,2,50,696,33
20649899,2014-08-14 15:50:06,11,3,205,385,45494,2360.8052,928639,0,0,5,2014-09-14,2014-09-21,2,0,1,12206,6,0,2,2,50,628,45
29929485,2014-07-24 22:50:22,13,1,46,172,13218,3972.0033,444741,0,0,0,2014-08-18,2014-08-20,2,0,1,12233,6,1,1,2,50,675,40
22351867,2014-06-08 18:27:31,40,3,66,260,2450,4318.2339,609071,1,0,5,2014-08-30,2014-09-09,5,0,1,8855,1,0,1,2,50,213,90
10445677,2014-11-07 19:29:14,22,2,0,317,56136,1870.8849,576032,0,0,5,2014-11-20,2014-11-22,2,0,1,18569,1,0,1,3,182,83,44
36612639,2014-06-15 08:49:13,2,3,66,258,6945,629.1512,1010667,0,0,1,2014-07-02,2014-07-05,2,0,1,14148,4,0,1,2,50,191,4
1069906,2014-12-03 09:51:50,2,3,66,348,48862,2446.9396,1086118,0,1,0,2015-01-05,2015-01-09,1,0,1,8254,1,0,6,2,50,365,18
30301642,2014-04-19 18:00:43,2,3,66,220,1437,4854.9719,198148,0,0,9,2014-06-10,2014-06-11,2,0,1,20207,6,1,1,6,105,810,36
35020803,2014-05-21 07:03:43,24,2,3,50,5703,,935060,0,1,1,2014-08-07,2014-08-18,2,0,1,14908,1,0,3,3,88,1032,96
4535717,2013-07-17 13:10:41,2,3,27,301,33332,,931047,0,0,9,2014-02-16,2014-02-19,1,0,1,28387,4,0,1,2,50,581,50
6683889,2014-12-25 19:06:12,18,2,119,0,27731,,505562,0,1,1,2015-01-22,2015-01-24,2,0,1,8282,1,0,1,3,126,232,12
30286401,2013-06-01 19:25:31,2,3,66,260,36325,,152219,1,1,9,2013-10-25,2013-11-01,6,0,3,11439,1,0,1,4,163,1503,65
14494921,2013-07-18 01:33:35,24,2,194,38,42328,,4964,0,1,3,2013-07-19,2013-07-21,2,0,1,11815,1,1,1,3,5,1701,46
14184623,2013-07-03 17:31:11,2,3,30,11,38079,,322009,0,0,9,2013-07-05,2013-07-07,2,0,1,29250,4,0,1,2,50,679,16
1061631,2013-07-09 08:57:11,11,3,205,354,23208,1257.9757,1064962,0,0,5,2014-02-06,2014-02-09,2,1,1,28780,4,0,2,2,50,699,16
26426828,2014-09-03 23:02:46,2,3,66,174,24103,1230.7581,581026,0,1,1,2014-10-09,2014-10-12,2,0,1,8218,1,0,1,2,50,743,21
22269015,2013-03-16 07:19:49,2,3,230,458,7777,,333028,0,0,9,2013-03-16,2013-03-17,2,0,1,22920,6,0,1,4,98,2056,82
30168453,2013-10-13 23:25:19,30,4,195,548,56440,,1069009,1,1,1,2013-12-06,2013-12-06,2,2,1,24034,3,0,1,0,185,185,58
20834270,2014-12-21 20:57:10,2,3,66,174,16634,3597.9529,271719,1,0,1,2014-12-22,2014-12-23,2,0,1,12257,6,0,1,4,51,1509,5
7058,2014-11-06 16:15:18,2,3,49,39,22063,,42384,0,0,9,2014-12-09,2014-12-12,2,0,1,12669,5,0,1,2,50,701,5
15099390,2013-06-22 06:58:56,2,3,66,260,38801,1576.3366,521036,0,1,9,2013-09-29,2013-10-05,2,0,1,8250,1,0,6,2,50,628,1
25480304,2014-09-12 22:07:26,2,3,66,174,24889,413.6542,68753,0,0,9,2014-09-22,2014-09-25,4,2,2,8250,1,0,1,2,50,628,88
13058457,2014-07-08 21:06:17,8,4,77,824,15015,4513.6762,457834,0,1,3,2014-12-10,2014-12-19,2,0,1,1725,1,0,4,3,182,1492,63
7932406,2014-11-16 19:46:30,2,3,66,348,17531,,374777,0,1,0,2015-04-01,2015-04-03,2,0,1,8278,1,0,1,2,50,368,49
27244284,2014-09-28 08:46:04,32,1,62,23,1856,,539556,0,0,9,2014-11-17,2014-11-21,3,0,1,18489,6,0,2,6,105,29,8
2342300,2013-04-19 18:41:23,2,3,66,174,14882,5577.4848,1169341,0,0,2,2013-05-05,2013-05-08,2,0,1,8745,1,0,1,6,204,27,64
20364488,2014-06-27 12:49:53,2,3,66,442,19334,1047.524,75881,0,0,0,2014-08-29,2014-08-31,2,0,1,41786,4,0,1,2,50,699,48
27781437,2014-08-20 20:37:07,2,3,66,348,53377,106.3871,840096,0,0,9,2014-08-29,2014-08-30,2,0,1,11569,1,0,1,2,50,623,39
31274537,2013-02-28 12:28:04,34,3,205,354,28310,,305383,0,0,9,2013-03-20,2013-03-23,2,0,1,8793,1,0,1,2,50,677,41
23781007,2014-07-09 18:02:00,36,2,115,957,17195,,1137771,0,0,0,2014-08-22,2014-08-25,2,0,1,21080,6,0,1,3,106,108,97
24786838,2014-09-17 15:53:58,2,3,66,337,51661,,108158,0,0,2,2014-12-26,2014-12-28,3,0,1,25736,1,0,1,2,50,522,39
13777741,2014-11-19 23:13:33,10,0,182,393,11124,4183.2534,316244,0,0,3,2015-01-20,2015-01-21,2,3,1,8260,1,0,1,2,50,701,38
8873812,2013-05-16 15:43:53,25,2,23,48,4924,,956220,0,0,1,2013-06-21,2013-06-23,2,0,1,8282,1,0,8,3,126,232,81
37120733,2014-08-13 17:27:22,2,3,66,258,56262,,441711,0,0,2,2014-09-11,2014-09-15,2,0,1,11816,1,0,1,6,77,1482,60
6453853,2013-06-28 22:00:15,2,3,30,11,38079,,1142197,0,0,9,2013-12-26,2014-01-05,3,0,1,8268,1,0,1,2,50,682,51
22411211,2013-04-19 10:37:09,26,0,215,646,51733,5723.9865,832171,0,0,9,2013-04-27,2013-04-30,2,2,1,8745,1,0,7,6,204,27,95
7222086,2014-12-13 23:22:20,2,3,66,174,26232,7701.7383,780406,0,0,9,2015-01-06,2015-01-09,2,0,1,347,1,0,1,3,182,52,62
15762969,2014-12-29 02:14:06,2,3,66,462,52482,872.8042,1103550,0,0,0,2015-02-21,2015-02-22,4,2,2,8250,1,0,1,2,50,628,45
24214896,2014-09-29 08:25:33,2,3,66,184,15359,3333.6064,421528,0,0,5,2015-03-21,2015-03-28,4,0,1,12548,5,0,1,2,50,212,83
26371973,2014-04-02 12:19:44,2,3,66,174,42858,6125.0095,413507,0,0,2,2014-09-26,2014-09-29,2,0,1,8848,6,0,1,6,105,890,43
11200525,2014-09-22 08:53:49,2,3,66,174,19180,,1061989,0,0,9,2014-09-23,2014-09-24,4,0,2,45689,6,0,1,2,50,368,96
29725509,2013-05-08 16:20:10,2,3,66,448,31350,581.9587,1148711,0,0,9,2013-06-11,2013-06-13,2,0,1,27215,6,0,2,2,50,645,72
15580414,2013-09-08 02:53:21,11,3,205,135,36086,7468.9584,610062,0,0,4,2013-11-26,2013-11-27,2,1,1,19489,1,0,1,0,34,87,58
29554859,2014-04-19 21:07:56,26,0,231,68,42296,,686996,0,0,9,2014-05-06,2014-05-08,4,0,2,19969,6,0,1,3,99,88,59
2803622,2013-11-13 16:22:03,2,3,66,363,12346,84.1467,35131,0,0,1,2013-11-14,2013-11-15,1,0,1,8267,1,0,1,2,50,675,56
23796205,2014-07-16 21:35:22,24,2,3,49,20982,,18472,1,1,3,2014-09-12,2014-09-17,2,0,1,8818,1,0,2,3,99,88,61
20172223,2014-07-19 19:57:11,2,3,66,174,21225,6611.5877,704203,0,0,9,2014-07-29,2014-07-30,2,0,1,11785,3,0,1,6,105,771,61
8002452,2014-06-21 22:13:44,2,3,66,348,24562,277.4197,578369,0,0,0,2014-06-27,2014-06-30,2,0,1,49925,3,0,1,2,50,694,89
4738591,2014-08-31 21:05:12,2,3,66,442,35390,1018.3489999999999,237226,1,0,0,2014-11-27,2014-11-30,2,0,1,23693,1,0,1,2,50,1634,37
4336883,2014-08-03 16:52:01,2,3,66,348,49449,,412009,0,0,9,2014-10-23,2014-10-29,2,0,1,8788,1,0,1,6,77,2,5
26245810,2013-04-29 16:45:27,2,3,66,333,3067,1089.2295,37141,0,0,9,2013-06-01,2013-06-04,1,0,1,12206,6,0,2,2,50,628,45
29560711,2013-12-17 05:19:07,2,3,66,435,46285,669.7473,697928,0,0,9,2014-03-08,2014-03-14,2,2,1,14127,4,0,1,2,50,682,10
19335047,2014-09-16 09:01:05,11,3,205,155,14703,5954.15,747820,0,0,5,2014-10-01,2014-10-02,2,0,1,32519,4,0,1,3,130,91,60
9127549,2013-06-09 10:31:26,2,3,66,448,46588,3832.0803,580521,0,0,9,2013-06-26,2013-06-27,2,0,1,45731,1,0,1,4,196,1987,85
9435701,2013-01-30 12:37:47,2,3,66,467,47448,810.465,454381,1,1,9,2013-04-10,2013-04-13,2,0,1,8291,1,0,1,2,50,191,72
15592038,2013-05-07 21:50:56,11,3,205,155,9851,253.0419,652659,0,0,0,2013-05-17,2013-05-20,2,1,1,8273,1,0,2,2,50,660,50
12923034,2014-05-19 21:48:26,2,3,66,153,28865,12.241,15610,0,0,9,2014-06-06,2014-06-07,2,0,1,6716,3,0,1,2,50,659,26
15650984,2014-11-13 20:27:49,35,2,70,47,14566,,803212,0,0,2,2015-06-10,2015-06-12,3,0,1,20841,6,0,1,3,182,68,12
15969813,2014-03-14 19:59:23,11,3,205,155,6802,2356.544,440498,0,0,9,2014-07-07,2014-07-11,2,2,1,8291,1,0,1,2,50,191,68
15439602,2014-03-05 02:16:37,24,2,3,50,5703,,229916,0,1,4,2014-05-10,2014-05-12,2,0,1,51615,1,0,1,3,130,66,61
6848946,2013-08-01 22:55:20,24,2,3,50,22013,,964522,0,1,4,2013-09-11,2013-09-25,2,0,1,11815,1,0,1,3,5,1701,62
1187636,2014-05-24 11:39:18,24,2,66,348,48862,1553.3353,245928,1,0,2,2014-07-11,2014-07-15,2,1,1,8791,1,0,1,4,8,110,65
21348687,2014-08-15 14:16:51,8,4,77,824,15015,0.3528,721948,0,0,9,2015-05-03,2015-05-05,2,0,1,8286,1,0,1,0,63,1258,87
32882729,2013-01-07 05:28:28,2,3,148,328,51299,,1135513,0,1,9,2013-09-16,2013-09-20,2,0,1,8252,1,0,3,6,170,313,59
2024182,2013-10-24 10:31:42,2,3,66,174,17494,2553.1652,294591,0,0,9,2013-10-27,2013-10-30,1,0,1,28585,6,0,3,2,50,703,59
31886364,2014-12-25 19:45:41,2,3,66,448,43175,298.4019,732749,0,0,4,2014-12-26,2014-12-27,1,1,1,6692,3,1,1,2,50,639,47
27178616,2014-09-17 17:23:34,10,0,182,376,14405,209.1507,367857,0,0,0,2014-09-17,2014-09-18,2,0,1,8815,1,1,1,4,196,2034,30
22578157,2014-11-20 15:18:02,2,3,66,332,55121,74.0808,233063,0,0,0,2014-11-21,2014-11-22,1,0,1,576,3,0,1,2,50,487,14
18232725,2014-02-26 23:02:25,2,3,66,174,24103,2558.0541,231204,0,1,0,2014-07-23,2014-07-31,2,0,1,669,3,0,1,2,50,212,40
5731517,2014-07-21 10:50:38,2,3,66,311,4118,160.657,424180,0,0,9,2014-09-20,2014-09-21,2,0,1,28650,6,0,1,2,50,1516,31
5548758,2014-10-01 12:15:41,22,2,0,232,12164,,1162392,0,0,5,2014-11-16,2014-11-18,4,0,4,12356,5,0,2,3,182,46,62
8715950,2014-09-15 19:53:29,2,3,66,258,35380,1316.1619,397213,0,1,9,2014-12-24,2014-12-28,6,0,3,8791,1,0,1,4,8,110,52
34359782,2013-02-10 14:12:37,2,3,66,462,8352,57.357,1032953,0,0,9,2013-02-25,2013-02-26,1,0,1,21472,1,0,2,2,50,600,47
37224757,2014-04-20 19:21:28,2,3,66,258,4687,1850.6995,855922,0,0,0,2014-04-23,2014-04-24,2,0,1,13626,4,0,3,2,50,1241,83
853384,2013-04-25 12:47:58,11,3,205,385,46963,3427.3908,418935,0,0,0,2013-07-21,2013-07-27,2,1,1,8745,1,0,1,6,204,1614,11
2008703,2014-09-25 11:33:46,2,3,66,462,14703,2652.0162,247078,0,1,9,2014-12-20,2014-12-20,2,1,1,5405,6,0,1,4,8,126,65
32139486,2014-11-18 16:55:28,24,2,231,68,42296,,217793,0,0,5,2014-12-05,2014-12-10,1,0,1,20225,6,0,1,3,182,46,78
5009729,2014-09-03 13:08:16,25,2,23,48,4924,,950376,0,0,9,2014-09-07,2014-09-10,1,0,1,8818,1,0,2,3,99,88,62
9175867,2014-11-20 18:13:05,2,3,66,335,3263,1645.9039,767084,0,0,9,2015-04-18,2015-04-19,2,0,1,589,1,0,1,2,50,1265,7
15538746,2014-11-09 17:19:03,2,3,66,348,34041,,491150,0,0,9,2015-01-08,2015-01-11,2,0,1,11819,1,0,1,2,50,718,96
10730192,2014-12-11 13:15:57,2,3,66,348,842,1108.1335,464988,0,0,1,2014-12-31,2015-01-03,1,0,1,8260,1,0,1,2,50,701,92
13893473,2014-03-13 07:17:46,2,3,58,52,50570,,671905,0,0,9,2014-03-16,2014-03-18,1,0,1,23718,6,0,1,6,22,245,76
3062837,2014-07-12 09:32:25,2,3,66,348,24960,59.3388,732106,1,0,9,2014-08-15,2014-08-16,4,0,1,13409,4,0,1,2,50,675,20
17878420,2014-10-01 13:22:20,2,3,66,346,31371,0.386,512483,1,1,9,2015-04-06,2015-04-10,2,0,1,8250,1,0,2,2,50,628,79
9278105,2014-04-30 09:49:09,2,3,66,174,23848,76.6878,1140852,0,0,9,2014-05-10,2014-05-11,2,0,1,21648,4,0,1,2,50,368,8
23423813,2013-11-06 11:26:31,23,1,1,439,2299,5714.8951,1014671,0,0,3,2014-01-01,2014-01-09,2,1,1,5405,6,0,1,4,8,126,31
23448806,2014-11-30 16:10:32,11,3,205,385,46963,3422.3607,1091108,0,0,9,2015-06-19,2015-06-21,2,0,1,8745,1,0,1,6,204,27,11
3102226,2014-10-18 20:03:16,2,3,66,462,12565,950.6313,849111,0,1,9,2014-11-15,2014-11-19,1,0,1,8250,1,0,1,2,50,628,1
22659299,2013-12-07 14:00:37,37,1,69,904,19152,,554095,0,1,0,2014-04-14,2014-04-20,1,0,1,8230,1,0,1,2,50,637,2
2670406,2013-08-04 10:16:29,2,3,66,196,2428,775.2334,888497,1,1,9,2013-11-01,2013-11-04,3,2,1,13441,4,0,1,2,50,682,54
28788113,2014-09-22 14:33:45,2,3,66,348,48862,3832.9423,1126130,0,0,9,2014-10-02,2014-10-06,2,0,1,8788,1,0,1,6,77,2,33
12422354,2014-08-17 18:33:20,13,1,46,172,56153,252.4605,774974,0,0,4,2014-09-06,2014-09-07,2,2,1,21149,6,1,1,6,204,1772,82
1592442,2013-12-30 17:27:52,37,1,69,857,33705,,235729,0,1,4,2014-01-25,2014-02-01,2,0,1,551,1,0,3,6,77,1453,3
35058043,2013-03-08 11:53:47,11,3,205,354,55763,4158.7247,1072034,0,0,9,2013-05-08,2013-05-12,2,0,1,53943,3,1,1,6,144,24,2
9983554,2013-03-27 17:59:00,15,1,55,29,36886,,4468,0,1,9,2013-03-31,2013-04-07,4,0,2,8817,1,0,1,6,77,132,59
8896808,2014-10-05 10:23:21,11,3,205,155,8613,3392.6981,1021877,0,1,5,2014-12-24,2015-01-04,2,0,1,22391,1,0,2,4,146,1547,53
17180039,2014-11-16 16:23:03,13,1,48,424,23440,,1153691,0,0,9,2014-11-20,2014-11-21,1,0,1,8739,1,0,1,6,144,4,2
31879616,2014-03-09 12:24:51,13,1,46,414,17333,930.9676,719342,0,1,0,2014-06-02,2014-06-12,1,0,1,11643,1,0,2,6,77,222,58
26964410,2014-12-08 12:54:54,18,2,10,0,1831,,943354,0,0,1,2014-12-15,2014-12-16,2,0,1,23237,1,0,1,3,106,756,85
37593161,2014-03-31 11:51:01,2,3,66,363,33799,4769.7619,940743,0,0,5,2014-07-14,2014-07-17,2,0,1,20590,6,0,1,6,180,1518,64
4678080,2014-04-17 17:47:50,2,3,66,337,23208,,66215,1,1,9,2014-06-25,2014-06-29,2,0,1,11439,1,0,1,4,163,1503,65
1530765,2014-04-27 18:05:55,2,3,66,331,54953,1709.6926,64694,0,1,2,2014-05-10,2014-05-15,2,0,1,11334,1,0,1,4,96,201,26
6574824,2013-08-27 18:17:35,22,2,0,463,47039,,223991,0,0,0,2013-09-23,2013-09-26,6,1,3,8821,1,0,4,6,17,30,62
1490880,2014-06-02 11:20:42,2,3,66,462,43311,5390.3617,1146703,0,0,7,2014-08-19,2014-08-23,1,0,1,8788,1,0,1,6,77,2,73
1138218,2013-04-28 17:52:28,2,3,66,260,19022,920.6017,109453,0,0,9,2013-04-28,2013-04-29,2,0,1,26941,6,0,2,2,50,743,91
9543677,2013-07-28 13:07:24,2,3,66,174,2868,2427.2947,832070,0,1,9,2013-08-11,2013-08-15,2,0,1,42524,3,0,1,2,50,623,51
7634562,2014-07-11 13:08:31,34,3,205,155,53078,425.6365,748911,0,0,9,2014-07-20,2014-07-21,2,4,1,8228,1,0,1,2,198,371,72
2975304,2013-04-24 08:05:30,2,3,66,363,2495,463.783,492021,0,0,2,2013-06-28,2013-07-01,2,0,1,26045,6,0,2,2,50,681,90
12398824,2014-02-05 10:37:50,2,3,69,1003,22772,,677029,0,0,1,2014-04-25,2014-04-27,2,0,1,18078,1,0,3,6,204,1153,99
10414123,2014-10-08 20:00:02,2,3,66,392,7463,1187.674,432945,0,0,1,2014-11-26,2014-11-30,2,2,1,11373,1,0,1,4,128,1455,26
2555862,2013-07-20 19:52:42,2,3,66,220,2086,6.1507,570777,0,0,0,2013-07-21,2013-07-22,2,0,1,12227,6,0,1,2,50,701,9
